,ServicingLenderName,Symbol
3491,Bank of Dawson,0
3492,"Community First Bank, N.A.",CFOK
3493,The Pleasants County Bank,0
3494,TPNB Bank,0
3495,ELCA FCU,0
3496,State Bank of Danvers,0
3497,Brookville Building & Savings Association,0
3498,Bank of Yates City,0
3499,Fairview Savings & Loan Association,0
3500,Midwest Minnesota Community Development Corporation,0
3501,"Colonial Savings, F.A.",C006.F
3502,Leading Edge Credit Union,0
3503,"Peoples Bank of Wyaconda, Missouri",SMBC
3504,Tongass FCU,0
3505,Renaissance Economic Development Corporation,0
3506,Municipal Empl CU of Baltimore Inc,0
3507,Hamlin Bank and Trust Company,HMLN
3508,The Merchants & Citizens Bank,0
3509,Ouachita Valley FCU,0
3510,Genoa Community Bank,0
3511,First Bank and Trust Company,0
3512,Randall State Bank,0
3513,Oklahoma Central CU,0
3514,Park City CU,0
3515,Mainstreet FCU,0
3516,First Security Bank-Hendricks,0
3517,Craft Bank,0
3518,First Bank of Utica,0
3519,Lutheran FCU,0
3520,St. Lawrence FCU,0
3521,Sherwood Community Bank,0
3522,Cecil Bank,0
3523,Mason City National Bank,0
3524,Kinmundy Bank,0
3525,Henderson Federal Savings Bank,0
3526,Cascade Community FCU,0
3527,Tri-Valley Bank,0
3528,"First Mutual Bank, FSB",9377.KL
3529,West Virginia Central FCU,0
3530,Neighbors FCU,0
3531,The Antwerp Exchange Bank Company,0
3532,The First National Bank of Hartford,0
3533,Root River State Bank,0
3534,First State Bank of Bedias,0
3535,Red River FCU,0
3536,First State Bank of Randolph County,0
3537,The Progress Fund,0
3538,The Sherwood State Bank,0
3539,Bank of South Texas,0
3540,1st Bank in Hominy,0
3541,Connections Bank,0
3542,The Fairfield National Bank,0
3543,Diablo Valley FCU,0
3544,G W Jones Exchange Bank,0
3545,"Farm Credit Midsouth, ACA",ACA
3546,Bank of Halls,0
3547,The First National Bank of Hooker,0
3548,The County FCU,0
3549,The First Bank of Okarche,0
3550,Whitesville State Bank,0
3551,Welcome State Bank,0
3552,Bank of Gibson City,0
3553,OUR CU,0
3554,New York University Federal Credit Union,0
3555,Copiah Bank,0
3556,Thayer County Bank,0
3557,The Galion Building and Loan Bank,0
3558,Health Advantage FCU,0
3559,Holmes County Bank & Trust Co.,0
3560,Peoples Bank of Altenburg,0
3561,Air Academy FCU,0
3562,East Wisconsin Savings Bank,0
3563,Amistad Bank,0
3564,Llano National Bank,0
3565,Iroquois Farmers State Bank,0
3566,Southeastern CU,0
3567,Peoples State Bank of Wells,0
3568,Bank of Prairie Village,0
3569,State Bank of Cochran,0
3570,Green Dot Bank,0
3571,Patriots Bank,0
3572,Wahoo State Bank,0
3573,Triumph State Bank,0
3574,Bank Hapoalim B.M. - New York Branch,0
3575,The Walton State Bank,0
3576,Home National Bank,0
3577,Chambers Bank,0
3578,First State Bank of Harvey,0
3579,Signal Financial FCU,0
3580,The First National Bank of Manchester,0
3581,First National Bank in Frankfort,0
3582,Bank of Brewton,0
3583,UMassFive College FCU,0
3584,Arcola First Bank,0
3585,I-C FCU,0
3586,Great North Bank,0
3587,The First National Bank in Trinidad,0
3588,The Stockgrowers State Bank,0
3589,The Citizens Bank of Winfield,0
3590,The Sacramento Deposit Bank,0
3591,Tri-County Trust Company,0
3592,First New Mexico Bank of Silver City,0
3593,Washita Valley Bank,0
3594,Community Bank of Oelwein,0
3595,New Dimensions FCU,0
3596,Self-Help CU,0
3597,The Ottoville Bank Company,0
3598,True North FCU,0
3599,The Hamler State Bank,0
3600,Empire Financial Federal Credit Union,0
3601,Multipli Credit Union,0
3602,Arundel Federal Savings Bank,0
3603,First Financial Bank in Winnebago,0
3604,Strasburg State Bank,0
3605,BANK360,0
3606,Western Vista FCU,0
3607,Intuit Financing Inc.,0
3608,"The Exchange State Bank of St Paul, Kansas",CP
3609,UnitedOne CU,0
3610,AEA FCU,0
3611,Classic City Bank,0
3612,Covington County Bank,0
3613,Milford Federal Bank,0
3614,Odin State Bank,0
3615,CentreBank,0
3616,First State Bank of Golva,0
3617,farmbank,0
3618,First Nations Bank,0
3619,First Security Bank-West,0
3620,The Hamilton Bank,0
3621,Peoples Bank of Moniteau County,0
3622,West Central Georgia Bank,0
3623,Danville State Savings Bank,0
3624,CODE CU,0
3625,"Farmers and Merchants Bank of Mound City, Kansas",CP
3626,Fredonia Valley Bank,0
3627,First State Bank of Beecher City,0
3628,"First Federal Bank Littlefield, Texas",TMRC
3629,Progressive National Bank,0
3630,SIU CU,0
3631,Georgia Banking Company,0
3632,FMB Bank,0
3633,North Side Federal Savings & Loan Association of Chicago,0
3634,Conneaut Savings Bank,0
3635,Brantley Bank and Trust Company,0
3636,The Credit Union For All,0
3637,Rolette State Bank,0
3638,Anderson State Bank,0
3639,Quest FCU,0
3640,Atlantic City FCU,0
3641,Jackson Purchase Agriculture,0
3642,First National Bank in Okeene,0
3643,Emery FCU,0
3644,Bedford Loan & Deposit Bank,0
3645,G H S FCU,0
3646,The Miners National Bank of Eveleth,0
3647,Concorde Bank,0
3648,Spirit of Alaska FCU,0
3649,Bank of New Madrid,0
3650,Independent Development Services Corporation,0
3651,Wisconsin Women's Business Initiative Corporation,0
3652,Fannin Bank,0
3653,Cobalt FCU,0
3654,Partners 1st FCU,0
3655,The First National Bank of Gilbert,0
3656,Texoma Community CU,0
3657,"Beardstown Savings, s.b.",ALMEX.PA
3658,Adams State Bank,0
3659,1st Bergen FCU,0
3660,Partner Community Capital,0
3661,The Hicksville Bank,0
3662,The Atlanta National Bank,0
3663,First Tri-County Bank,0
3664,Bank of Hazelton,0
3665,KansasLand Bank,0
3666,Alabama Central CU,0
3667,SunWest FCU,0
3668,Chessie FCU,0
3669,Movement Bank,0
3670,Sicily Island State Bank,0
3671,Bank of Clarks,0
3672,"Home Savings & Loan Association of Carroll County, F.A.",MI9R.MU
3673,Citizens State Bank of Lankin,0
3674,"the Farmers State Bank of Bucklin, Kansas",CP
3675,The Hill-Dodge Banking Company,0
3676,Stanton State Bank,0
3677,The Buckholts State Bank,0
3678,The First National Bank of Dozier,0
3679,The Citizens National Bank of Woodsfield,0
3680,Cedar Rapids State Bank,0
3681,"Western AgCredit, PCA",9629.T
3682,Holyoke CU,0
3683,Southbridge CU,0
3684,Hometown Community Bank,0
3685,"Pickens Savings & Loan Association, F.A.",C006.F
3686,Citizens 1st Bank,0
3687,Philo Exchange Bank,0
3688,The Farmers and Merchants State Bank,0
3689,Aspen Federal Credit Union,0
3690,The Potter State Bank of Potter,0
3691,Bank of Gleason,0
3692,"First Federal Savings Bank of Mascoutah, Illinois",ITW
3693,Members First CU,0
3694,Ashton State Bank,0
3695,Mazuma CU,0
3696,Bank of Maysville,0
3697,The Farmers State Bank of Turton,0
3698,State Bank of Medora,0
3699,Red Wing CU,0
3700,Del-One FCU,0
3701,Sloan State Bank,0
3702,Neighborhood Development Center,0
3703,Miners Exchange Bank,0
3704,The Mer Rouge State Bank,0
3705,William Penn Bank,0
3706,North Adams State Bank,0
3707,Citizens State Bank of Milford,0
3708,Suma Yonkers FCU,0
3709,First National Bank of Wauchula,0
3710,The First State Bank of Fountain,0
3711,United Financial CU,0
3712,Linn Area CU,0
3713,Mutual Savings Association,0
3714,Seaboard FCU,0
3715,TriCentury Bank,0
3716,Ascentra CU,0
3717,The Exchange State Bank,0
3718,Inland Valley FCU,0
3719,Logix Federal Credit Union,0
3720,First Community Bank of Moultrie County,0
3721,Murphy-Wall State Bank and Trust Company,0
3722,"RG Bank, A Savings & Loan Association",0
3723,Sweet Water State Bank,0
3724,Banner Banks,0
3725,CerescoBank,0
3726,Oklahoma's CU,0
3727,Hawaii First FCU,0
3728,"Big Bend Banks, National Association",ZION
3729,Montezuma State Bank,0
3730,Peoples Bank of Deer Lodge,0
3731,The First National Bank in Marlow,0
3732,The National Bank of Adams County of West Union,0
3733,The City State Bank,0
3734,Citizens National Bank of Crosbyton,0
3735,State Bank of Eagle Butte,0
3736,NuMark CU,0
3737,Peoples State Bank of Colfax,0
3738,Citizens State Bank and Trust Company,0
3739,Riverside Bank,0
3740,Landmark Credit Union,0
3741,Bank of Prague,0
3742,The Haviland State Bank,0
3743,Farmers State Bank of Canton,0
3744,State Bank of Lakota,0
3745,Anna State Bank,0
3746,Kindred State Bank,0
3747,Rushford State Bank Incorporated,0
3748,St. Joseph's Parish Buffalo FCU,0
3749,CSE FCU,0
3750,Vue Community CU,0
3751,The State National Bank of Groom,0
3752,Midland Community Bank,0
3753,Puerto Rico Farm Credit,0
3754,Rio Grande CU,0
3755,Bank of Greeley,0
3756,Families and Schools Together FCU,0
3757,First National Bank of Kansas,0
3758,The First Bank and Trust Company of Murphysboro,0
3759,Global Innovations Bank,0
3760,PowerNet CU,0
3761,"Cooperativa de Ahorro y Cr<ac,e>dito Oriental",0
3762,Southern Illinois Bank,0
3763,Ipswich State Bank,0
3764,360 FCU,0
3765,Fidelity Bank of Texas,0
3766,"Southwest Georgia Farm Credit, ACA",ACA
3767,State Bank of Jeffers,0
3768,Workmens Circle CU,0
3769,NoteWorthy FCU,0
3770,Bandera Bank,0
3771,Taylor County Bank,0
3772,BCB Community Bank,0
3773,Southern Teachers & Parents FCU,0
3774,Investors Community Bank,0
3775,Elysian Bank,0
3776,The First National Bank of Johnson,0
3777,Everence FCU,0
3778,The Gerber State Bank,0
3779,Consumers Professional CU,0
3780,Beehive FCU,0
3781,Sharefax CU Inc,0
3782,Railway CU,0
3783,Discovery FCU,0
3784,The First National Bank of Moody,0
3785,Dewey Bank,0
3786,"Commonwealth Community Bank, Inc.",TSLA
3787,MinnCo CU,0
3788,NCMIC Finance Corporation,0
3789,Territorial Savings Bank,0
3790,The Harvard State Bank,0
3791,The Granville National Bank,0
3792,Glacier Hills CU,0
3793,Butte State Bank,0
3794,First Federal Savings Bank of Kentucky,0
3795,First Summit Bank,0
3796,Inner Lakes FCU,0
3797,BANKWEST of Kansas,0
3798,U T FCU,0
3799,Anthem Bank & Trust,0
3800,Cy Fair FCU,0
3801,Clay County State Bank,0
3802,The Lyndon State Bank,0
3803,Pinal County FCU,0
3804,Lisle Savings Bank,0
3805,Bank of Richmondville,0
3806,Oswego County FCU,0
3807,The Port Austin State Bank,0
3808,Brewer FCU,0
3809,Building Trades FCU,0
3810,Twin Cedars Bank,0
3811,First Capital FCU,0
3812,Michigan United CU,0
3813,Lake City Federal Bank,0
3814,Fortera FCU,0
3815,FreeStar Financial CU,0
3816,State Bank of Easton,0
3817,Ripco CU,0
3818,Valley Exchange Bank,0
3819,Riverways FCU,0
3820,UNCLE Credit Union,0
3821,Phenix-Girard Bank,0
3822,RadiFi Federal Credit Union,0
3823,"TrustTexas Bank, S.S.B.",0
3824,Williamsville State Bank & Trust,0
3825,University CU,0
3826,Ninnescah Valley Bank,0
3827,The First National Bank of Assumption,0
3828,Trona Valley Community FCU,0
3829,Belt Valley Bank,0
3830,First Colorado National Bank,0
3831,The First State Bank of Ransom,0
3832,Benton County State Bank,0
3833,Montrose Savings Bank,0
3834,Lee Bank and Trust Company,0
3835,Citizens Bank of Cumberland County,0
3836,The First State Bank of Healy,0
3837,The Watkins Savings Bank,0
3838,Ukrainian FCU,0
3839,Alloya Corporate FCU,0
3840,WCF Financial Bank,0
3841,BlueOx CU,0
3842,Home Bank of Arkansas,0
3843,Sierra Pacific FCU,0
3844,Marshland CU,0
3845,Bonanza Valley State Bank,0
3846,People First FCU,0
3847,LAF CU,0
3848,State Central Bank,0
3849,Fairview State Banking Company,0
3850,Newrizons FCU,0
3851,Sunrise Bank Dakota,0
3852,The First National Bank of Primghar,0
3853,"The Equitable Bank, S.S.B.",0
3854,River Region CU,0
3855,Abbey CU Inc,0
3856,Bank of Mead,0
3857,State Bank of Industry,0
3858,AdventHealth CU,0
3859,First Florida CU,0
3860,Dearborn Federal Savings Bank,0
3861,General Electric Empl FCU,0
3862,TrailNorth FCU,0
3863,The Southern Bank Company,0
3864,Farmers & Merchants Bank of Craig County,0
3865,Dakota Plains FCU,0
3866,Service First FCU,0
3867,United Texas CU,0
3868,The First National Bank of Brooksville,0
3869,Capra Bank,0
3870,"Communities Unlimited, Inc.",TSLA
3871,Central Virginia FCU,0
3872,Luso-American CU,0
3873,"Cendera Bank, National Association",ZION
3874,"Taylorsville Savings Bank, SSB",SSB
3875,"Cooperativa de Ahorro y Cr<ac,e>dito de Camuy (CAMUY-COOP)",0
3876,American Spirit FCU,0
3877,Spencer County Bank,0
3878,Texell CU,0
3879,Credit Union of Atlanta,0
3880,Stanford FCU,0
3881,The Granger National Bank,0
3882,Kress National Bank,0
3883,Adrian State Bank,0
3884,Horizon CU,0
3885,"Pinnacle Bank, Inc.",PPBN
3886,Florida Business Development Corporation,0
3887,Summit National Bank,0
3888,Wyoming Capital Access,0
3889,St. Martin National Bank,0
3890,Point West CU,0
3891,Bank of Ontario,0
3892,First & Peoples Bank and Trust Company,0
3893,Headwaters State Bank,0
3894,First Financial Credit Union,0
3895,MOCSE FCU,0
3896,Listerhill CU,0
3897,"Patriot Bank, National Association",PN21.F
3898,Guardian CU,0
3899,Members Choice WV FCU,0
3900,AlaTrust CU,0
3901,Community Bank of Memphis,0
3902,Dade County FCU,0
3903,Eastern Maine Development Corporation,0
3904,Orlando CU,0
3905,Mid-Central National Bank,0
3906,Community Capital Resources,0
3907,Piedmont Advantage CU,0
3908,First Bank of Pike,0
3909,Hodge Bank & Trust Company,0
3910,Bank of Wiggins,0
3911,St. Francis X FCU,0
3912,Mountain West Small Business Finance,0
3913,The Waterford Commercial & Savings Bank,0
3914,Corn Growers State Bank,0
3915,Ridgeline FCU,0
3916,1st Financial Bank USA,0
3917,O Bee CU,0
3918,Union Savings & Loan Association,0
3919,Cornerstone Community Financial CU,0
3920,Walters Bank and Trust Company,0
3921,White River CU,0
3922,First State Bank of Olmsted,0
3923,Massachusetts Institute of Tech FCU,0
3924,TruEnergy FCU,0
3925,Global Bank,BNKS.AX
3926,Raiz Federal Credit Union,0
3927,WEOKIE FCU,0
3928,Money One FCU,0
3929,UniWyo Federal Credit Union,0
3930,State Bank of Scotia,0
3931,Franklin State Bank,0
3932,Guardian Bank,0
3933,Washita State Bank,0
3934,Du Quoin State Bank,0
3935,The Corn City State Bank,0
3936,Dysart State Bank,0
3937,The Marblehead Bank,0
3938,Quail Creek Bank,0
3939,Sacramento CU,0
3940,Cowboy State Bank,0
3941,Farmers and Merchants State Bank of Alpha,0
3942,Community State Bank of Canton,0
3943,Crowell State Bank,0
3944,The First National Bank of Fleming,0
3945,ACMG FCU,0
3946,Pacific Alliance Bank,PFBN
3947,Gulf Atlantic Bank,0
3948,First United CU,0
3949,America's Community Bank,0
3950,Hustisford State Bank,0
3951,Mayville Savings Bank,0
3952,The State Bank of Spring Hill,0
3953,Great River FCU,0
3954,Community National Bank in Monmouth,0
3955,Illiana Financial CU,0
3956,First State Bank of St. Peter,0
3957,The First National Bank of Okawville,0
3958,Daniels-Sheridan FCU,0
3959,Cottonwood Valley Bank,0
3960,Bison State Bank,0
3961,Kennett Trust Bank,0
3962,The Farmers State Bank and Trust Company,0
3963,Safe Harbor CU,0
3964,Abanca Corporation,0
3965,United Poles FCU,0
3966,"Marquette Farmers State Bank of Marquette, Kansas",CP
3967,1st Community CU,0
3968,National J A C L CU,0
3969,West Central Development Corporation,0
3970,Paper City Savings Association,0
3971,Fergus FCU,0
3972,Defiance State Bank,0
3973,Pima FCU,0
3974,Premier Financial CU,0
3975,Vibe Credit Union,0
3976,Arlington State Bank,0
3977,First Education FCU,0
3978,African Development Center,0
3979,Denver Community Credit Union d/b/a Zing Credit Union,0
3980,The First National Bank of Hebbronville,0
3981,Texico State Bank,0
3982,Red Rock Bank,0
3983,Blissfield State Bank,0
3984,The First National Bank of Brownstown,0
3985,St. Jean's CU,0
3986,US Community CU,0
3987,"First Federal Savings & Loan Association of Central Illinois, S.B.",ALMEX.PA
3988,Lake Country Community Bank,0
3989,The First National Bank of Frederick,0
3990,The First State Bank of Red Wing,0
3991,Vergas State Bank,0
3992,"Vermont Community Loan Fund, Inc.",TSLA
3993,North Shore Trust and Savings,0
3994,Sooper CU,0
3995,Clinton Bank,0
3996,First Bank of Bancroft,0
3997,Everyone's FCU,0
3998,Lincoln County CU,0
3999,Enterprise Development Group,NISN
4000,Sebasticook Valley FCU,0
4001,InTouch CU,0
4002,Chesterfield State Bank,0
4003,Warren Bank and Trust Company,0
4004,Elgin State Bank,0
4005,The First National Bank of Coleraine,0
4006,Security National Bank,0
4007,HomePride Bank,0
4008,River Valley CU,0
4009,The Peoples Savings Bank,0
4010,Bragg Mutual FCU,0
4011,Penn State FCU,0
4012,Maxwell State Bank,0
4013,Holy Rosary CU,0
4014,Electro Savings CU,0
4015,Bank of Stronghurst,0
4016,Heritage South CU,0
4017,Greenville Savings Bank,0
4018,ACT 1st FCU,0
4019,"Mid-Southern Savings Bank, FSB",9377.KL
4020,State Bank of Odell,0
4021,Volunteer Federal Savings Bank,0
4022,Old Glory Bank,0
4023,Bloom CU,0
4024,Palo Savings Bank,0
4025,Jarrettsville Federal Savings & Loan Association,0
4026,Northern Hills FCU,0
4027,PennCrest Bank,0
4028,Consolidated FCU,0
4029,North Central Massachusetts Development Corporation,0
4030,Toledo Urban FCU,0
4031,Battle Creek State Bank,0
4032,Northwest Florida ACA,0
4033,The First National Bank at St. James,0
4034,Commodore Perry FCU,0
4035,Isabella Community CU,0
4036,Provident CU,0
4037,Rabun County Bank,0
4038,PrimeBank of Texas,0
4039,Mid Kansas CU,0
4040,Lanco FCU,0
4041,"Business Resource Capital Specialty BIDCO, Inc.",TSLA
4042,TPF Loan Corporation,0
4043,The First National Bank of Harveyville,0
4044,Our Community CU,0
4045,"Farm Credit of Southern Colorado, ACA",ACA
4046,A O D FCU,0
4047,The First National Bank of Wakefield,0
4048,"ArborOne, ACA",ACA
4049,Financial Access FCU,0
4050,The Northern State Bank of Gonvick,0
4051,Upstate FCU,0
4052,Sierra Central CU,0
4053,Campus USA CU,0
4054,The Marion National Bank,0
4055,AgTexas Farm Credit Services,0
4056,The Pataskala Banking Company,0
4057,DeWitt Savings Bank,0
4058,Lincoln Maine FCU,0
4059,Community Service CU,0
4060,SELCO Community CU,0
4061,Northern Great Lakes Initiatives,0
4062,Southland Credit Union,0
4063,Cardinal CU Inc,0
4064,Agrow Credit Corporation,0
4065,Capitol CU,0
4066,State Bank of Lake Park,0
4067,Access FCU,0
4068,Life FCU,0
4069,Encompass FCU,0
4070,ARC FCU,0
4071,Hawaii Central FCU,0
4072,Bank of Lewellen,0
4073,Bank of Orchard,0
4074,Eaton Family CU,0
4075,Security State Bank of Oklee,0
4076,The First National Bank of McIntosh,0
4077,Fort Davis State Bank,0
4078,Air Force FCU,0
4079,LNB Community Bank,0
4080,The Merchants & Planters Bank,0
4081,Hercules First FCU,0
4082,Bank of China Limited,3988.HK
4083,Henrico FCU,0
4084,Bradesco Bank,0
4085,Kahoka State Bank,0
4086,Aspire Community FCU,0
4087,Spring Valley Bank,0
4088,Seven Seventeen CU Inc,0
4089,Prospera CU,0
4090,United States Senate FCU,0
4091,"Farmers Bank of Lohman, Missouri",SMBC
4092,"AgGeorgia Farm Credit, ACA",ACA
4093,The First National Bank of Fairfax,0
4094,Sixth Avenue Baptist FCU,0
4095,CALCOE FCU,0
4096,Fort Randall FCU,0
4097,Owingsville Banking Company,0
4098,Women's Opportunity Resource Center,0
4099,Alabama One CU,0
4100,COREBANK,0
4101,Member One FCU,0
4102,The Republic Banking Company,0
4103,First National Bank in Tigerton,0
4104,United Savings CU,0
4105,United Consumers CU,0
4106,Nymeo FCU,0
4107,URW Community FCU,0
4108,Home Savings Bank,0
4109,First National Bank of Winnsboro,0
4110,Andes State Bank,0
4111,Kinetic FCU d/b/a Kinetic CU,0
4112,The First National Bank of Osakis,0
4113,Farmers-Merchants Bank of Illinois,0
4114,Members First CU of N.H.,0
4115,Shore to Shore Community FCU,0
4116,"Graham Savings & Loan, SSB",SSB
4117,"Oklahoma AgCredit, ACA",ACA
4118,New Century Bank,0
4119,Intrepid CU,0
4120,Stoughton Co-Operative Bank,0
4121,Glass City FCU,0
4122,Bank of Iberia,0
4123,America's CU,0
4124,RTN FCU,0
4125,USAlliance FCU,0
4126,Lummi Community Development Financial Institution,0
4127,Colchester State Bank,0
4128,Lakeside Bank of Salina,0
4129,Neighbors Bank,0
4130,Piqua State Bank,0
4131,Tomah Area CU,0
4132,Diversified Members CU,0
4133,Partnership Financial CU,0
4134,Alltru FCU,0
4135,Trax FCU,0
4136,Richton Bank & Trust Company,0
4137,Mutual Savings CU,0
4138,Our Community Bank,0
4139,Economic Opportunities Fund,0
4140,Newport Federal Bank,0
4141,Heart of Louisiana FCU,0
4142,Farmers & Merchants Bank of Hutsonville,0
4143,The Gary State Bank,0
4144,North Iowa Community CU,0
4145,Everest FCU,0
4146,Credit Union 1,0
4147,Priority Bank,0
4148,"Cooperativa de Ahorro y Cr<ac,e>dito Vega Alta (VEGA-COOP)",0
4149,Meridian Trust FCU,0
4150,State Bank of Schaller,0
4151,"Cooperativa de Ahorro y Cr<ac,e>dito Maunabo (MAUNA-COOP)",0
4152,Omega FCU,0
4153,Seasons FCU,0
4154,Cincinnati Federal,0
4155,Pathfinder FCU,0
4156,Ohio Valley Community FCU,0
4157,Systematic Savings Bank,0
4158,Legacy Redevelopment Corporation,0
4159,Archer Heights CU,0
4160,Frontier Community CU,0
4161,Port Washington FCU,0
4162,GTE FCU d/b/a GTE Financial,0
4163,Nelsonville Home & Savings,0
4164,The First State Bank of Dongola,0
4165,"Malvern Bank, National Association",ZION
4166,"The Bank of San Jacinto County, Coldspring, Texas",TMRC
4167,Ukrainian Selfreliance FCU,0
4168,Shipbuilders CU,0
4169,Citizens Federal Savings Bank,0
4170,Spur Security Bank,0
4171,Scenic Community CU,0
4172,Northwoods CU,0
4173,Area FCU,0
4174,Granco FCU,0
4175,Longview Community Bank,0
4176,Shrewsbury FCU,0
4177,The Donley County State Bank,0
4178,Business Development Company,BDCZ
4179,Worthington Federal Savings Bank F.S.B.,0
4180,New Orleans Firemens FCU,0
4181,Louisiana Catholic FCU,0
4182,Grove Bank,0
4183,Aurgroup Financial CU,0
4184,West Virginia FCU,0
4185,Downey FCU,0
4186,Coosa Pines FCU,0
4187,Organized Labor CU,0
4188,Soo Co-Op CU,0
4189,Miners & Merchants Bank,0
4190,Cornerstone CU,0
4191,Michigan Columbus FCU,0
4192,Harwood State Bank,0
4193,North Jersey FCU,0
4194,Founders Bank,0
4195,Marshall County State Bank,0
4196,Riverview FCU,0
4197,Gather FCU,0
4198,"Greater Cleveland Community CU, Inc",INC
4199,Council for Native Hawaiian Advancement,0
4200,"Kabbage, Inc.",TSLA
4201,Native Partnership for Housing,0
4202,ServU FCU,0
4203,The State Bank of Pearl City,0
4204,The Economic Development Bank for the United States Virgin Islands,0
4205,Arrha CU,0
4206,"Impact CU, Inc.",TSLA
4207,UBC CU,0
4208,Bellco FCU,0
4209,Shoreline CU,0
4210,"First Community Bank, Xenia-Flora",FCBC
4211,San Francisco FCU,0
4212,"Beacon CU, Inc.",TSLA
4213,Eagle One FCU,0
4214,Liberty First CU,0
4215,NorthRidge Community CU,0
4216,Auburn University CU,0
4217,Great Meadow FCU,0
4218,El Paso Collaborative for Community & Economic Development,0
4219,Katahdin FCU,0
4220,Catholic Family CU,0
4221,American First CU,0
4222,Yantis FCU,0
4223,Interstate Unlimited CU,0
4224,State Bank of Burrton,0
4225,Bayer Heritage FCU,0
4226,Encurage Financial Network,0
4227,Champion CU Inc,0
4228,Commonwealth National Bank,0
4229,Pentagon FCU,0
4230,Mt. Zion Indianapolis FCU,0
4231,Financial Security CU,0
4232,The First National Bank of Orwell,0
4233,Progressions CU,0
4234,First Western Federal Savings Bank,0
4235,T M H FCU,0
4236,Mountain Valley Federal Credit Union,0
4237,Michigan Certified Development Corporation,0
4238,United Bay Community CU,0
4239,Great Erie FCU,0
4240,Bank of Locust Grove,0
4241,"Metro Community Development, Inc.",TSLA
4242,Stark FCU,0
4243,Western Union Company,WU
4244,Hyden Citizens Bank,0
4245,Caribe FCU,0
4246,"NCRC Community Development Fund, Inc.",TSLA
4247,"Brightbridge, Inc.",TSLA
4248,The First Farmers National Bank of Waurika,0
4249,City FCU,0
4250,Caro FCU,0
4251,Pioneer FCU,0
4252,Polish-American FCU,0
4253,Choice One Community FCU,0
4254,Family Financial CU,0
4255,Flasher Community CU,0
4256,1st Mississippi FCU,0
4257,City-County Empl CU,0
4258,KSW FCU,0
4259,Star Tech FCU,0
4260,Brazos Valley Schools CU,0
4261,Boston Firefighters CU,0
4262,American Trust & Savings Bank,0
4263,Bangor FCU,0
4264,First Federal Savings & Loan Association of Pascagoula-Moss Point,0
4265,Sheboygan Area CU,0
4266,McKesson and Healthcare Providers Federal Credit Union,0
4267,Tulsa Economic Development Corporation,0
4268,Central Federal Savings & Loan Association,0
4269,OneUnited Bank,0
4270,NextMark FCU,0
4271,Atascosa Bank,0
4272,Concord FCU,0
4273,Midwest Community FCU,0
4274,Northwest Plus CU,0
4275,LOC FCU,0
4276,TRU¿FI CU,0
4277,Midland Federal Savings & Loan Association,0
4278,Prescott State Bank,0
4279,The First National Bank of Fletcher,0
4280,Tulare County FCU,0
4281,Foothills CU,0
4282,Vermont State Bank,0
4283,Mississippi FCU,0
4284,First State Bank of Swanville,0
4285,Rayne Building & Loan Association,0
4286,Ukrainian Selfreliance Michigan FCU,0
4287,Johnson County Bank,0
4288,Torrington Municipal and Teachers FCU,0
4289,Global One Bank,0
4290,Access CU,0
4291,Pinpoint FCU,0
4292,1st Liberty FCU,0
4293,IAA CU,0
4294,The First National Bank of Proctor,0
4295,Family First CU,0
4296,Messiah Baptist Jubilee FCU,0
4297,Bank of Calhoun County,0
4298,Denver Fire Department FCU,0
4299,Riverbank Federal Credit Union,0
4300,Connected CU,0
4301,Valley Oak CU,0
4302,Patriot CU,0
4303,Alamerica Bank,0
4304,Century FCU,0
4305,Affinity First FCU,0
4306,FinancialEdge Community CU,0
4307,Millville Savings Bank,0
4308,Texas Associations of Professionals FCU,0
4309,Georgia Power Valdosta FCU,0
4310,"Pathstone Enterprise Center, Inc.",TSLA
4311,Miami Firefighters FCU,0
4312,Erie Community FCU,0
4313,Caprock FCU,0
4314,EP FCU,0
4315,Filer CU,0
4316,Roanoke Valley Community FCU,0
4317,Mountain River CU,0
4318,Wayne-Westland FCU,0
4319,Century First FCU,0
4320,Pantex FCU,0
4321,Azalea City CU,0
4322,Lincoln Federal Savings Bank of Nebraska,0
4323,The Wright CU,0
4324,"Central Texas Farm Credit, ACA",ACA
4325,One Nevada CU,0
4326,Dow Great Western CU,0
4327,Allied FCU,0
4328,Star of Texas CU,0
4329,Chester National Bank,0
4330,Compass Savings Bank,0
4331,Vocality Community CU,0
4332,United Churches CU,0
4333,VAPR FCU,0
4334,StagePoint FCU,0
4335,Emerald Coast FCU,0
4336,Desert Rivers FCU,0
4337,Midwest Independent BankersBank,0
4338,Homeland CU,0
4339,Rome FCU,0
4340,Valley Isle Community FCU,0
4341,Wave FCU,0
4342,Morrisons Cove 1st FCU,0
4343,Great Lakes FCU,0
4344,Home Federal Savings & Loan Association of Niles,0
4345,Columbia CU,0
4346,Georgia First Bank,0
4347,Badlands FCU,0
4348,GCS CU,0
4349,Greater Metro FCU,0
4350,Bank of Hancock County,0
4351,Education CU,0
4352,Monroe Telco FCU,0
4353,Fox FCU,0
4354,Pacific Premier Bank,0
4355,Antioch Community FCU,0
4356,MyUSA CU,0
4357,KH Credit Union Inc,0
4358,Dakota Business Lending,0
4359,Pahranagat Valley FCU,0
4360,NRS Community Development FCU,0
4361,Pinnacle Credit Union,0
4362,Bank of Morton,0
4363,Essex County Teachers FCU,0
4364,Paramount Bank,0
